TU_ID,Gene_name,Start,End,Strand,Expression_EP,Expression_SP,Description
1180,rnlAB,2765672,2767132,+,3.740308702,6.124617482,rnlAB
1181,rnlA,2765684,2766768,+,4.201234853,7.149387518,rnlA
1182,rnlB,2766485,2767132,+,5.351112202,8.462460328,rnlB
1183,rnlB,2766638,2767132,+,4.921092884,7.223287707,rnlB
1184,ypjB,2783416,2784595,-,0.010041002,0.003869945,ypjB
1185,csiD-lhgO-gabDTP,2788705,2795430,+,0.092310911,2.44209426,csiD-lhgO-gabDTP
1186,gabDTP,2790690,2795430,+,0.066159667,1.546495315,gabDTP
1187,gabDTP,2790950,2795430,+,0.067269046,1.514177567,gabDTP
1188,kbp,2796115,2796591,-,4.096354667,125.648537,kbp
1189,yqaE,2796648,2796862,-,0.7557327,3.754135442,yqaE
1190,yqaE-kbp,2796115,2796862,-,2.83217062,81.26955135,yqaE-kbp
1191,stpA,2797869,2798313,-,3.59925868,0.395264246,stpA
1192,stpA,2797869,2798333,-,3.444784058,0.378300115,stpA
1193,stpA,2797869,2798355,-,3.289486416,0.361245601,stpA
1194,alaE,2798862,2799390,+,0.533791727,4.321121692,alaE
1195,ygaM,2799899,2800252,+,3.749729026,40.83188652,ygaM
1196,ygaC,2799428,2800367,-,1.740786613,15.95239715,ygaC
1197,nrdHIEF,2800434,2804238,+,0.877084724,0.317824724,nrdHIEF
1198,proVWX,2804341,2807901,+,44.76103676,0.511543055,proVWX
1199,proVWX,2804377,2807901,+,45.2180411,0.516765843,proVWX
1200,proVWX,2804533,2807901,+,47.30239778,0.536569434,proVWX
1201,mprA-emrAB,2810525,2813931,+,3.46472475,0.805728865,mprA-emrAB
1202,micA,2814580,2814650,+,11.06877945,45.27160328,micA
1203,luxS,2813996,2814593,-,13.3552796,20.3484608,luxS
1204,luxS,2813996,2814842,-,13.48330263,23.19170702,luxS
1205,serV-argVYZQ,2817562,2818474,-,11.88005138,3.25192282,serV-argVYZQ
1206,csrA,2818739,2818966,-,94.20237641,109.7310513,csrA
1207,csrA,2818739,2818975,-,90.71676067,105.6815217,csrA
1208,csrA,2818739,2819050,-,69.27262413,80.43254476,csrA
1209,csrA,2818739,2819147,-,64.44386165,64.12960952,csrA
1210,csrA,2818739,2819150,-,66.05186409,64.54138034,csrA
1211,alaS,2819159,2821867,-,30.62666981,8.971694598,alaS
1212,recAX,2821917,2823596,-,17.4642906,4.650383307,recAX
1213,recA,2822448,2823596,-,25.27566349,6.760773033,recA
1214,pncC,2823627,2824171,-,3.900482709,1.20912275,pncC
1215,srlAEBD-gutM-srlR-gutQ,2825569,2830555,+,3.018726347,0.286681271,srlAEBD-gutM-srlR-gutQ
1216,srlR,2828638,2829597,+,3.197388306,0.802190154,srlR
1217,norR,2830553,2832084,-,0.307259086,0.202310692,norR
1218,norVW,2832217,2834822,+,0.117006402,0.257904592,norVW
1219,hypF,2834951,2837791,-,0.173845413,0.143644373,hypF
1220,hypF,2834951,2837882,-,0.180639836,0.139187626,hypF
1221,hydN-hypF,2834951,2837909,-,0.178992108,0.13791801,hydN-hypF
1222,ascFB,2839207,2842191,+,0.296823348,0.203177168,ascFB
1223,ascB,2840720,2842191,+,0.371819842,0.25930754,ascB
1224,hycABCDEFGHI,2842255,2850238,-,0.091939715,0.108664805,hycABCDEFGHI
1225,hypABCDE,2850405,2854098,+,0.37999854,0.682917453,hypABCDE
1226,hypABCDE-fhlA,2850405,2856193,+,0.349099946,0.734452569,hypABCDE-fhlA
1227,hypBCDE,2850617,2854098,+,0.403127938,0.724484637,hypBCDE
1228,hypBCDE-fhlA,2850617,2856193,+,0.362367997,0.762366507,hypBCDE-fhlA
1229,ygbA,2856231,2856605,-,0.573540698,0.261105262,ygbA
1230,mutS,2856797,2859431,+,1.476452984,0.589580909,mutS
1231,ygbK,2861975,2863278,+,0.204077311,0.152777838,ygbK
1232,rpoS,2866337,2867344,-,30.86846829,106.2090561,rpoS
1233,rpoS,2866337,2867384,-,29.84149743,102.5775806,rpoS
1234,rpoS,2866337,2867431,-,29.87022713,101.7953835,rpoS
1235,rpoS,2866337,2867501,-,33.58622372,111.585913,rpoS
1236,rpoS,2866337,2867895,-,42.14573351,130.6465607,rpoS
1237,nlpD-rpoS,2866337,2868559,-,30.83837501,92.64214961,nlpD-rpoS
1238,nlpD-rpoS,2866337,2868606,-,30.24796394,90.75324123,nlpD-rpoS
1239,umpG-pcm,2868671,2870463,-,3.439010447,1.105226197,umpG-pcm
1240,cysDNC,2873012,2876145,-,0.195517517,2.328816657,cysDNC
1241,cas2,2878347,2878692,-,0.530560584,0.143332609,cas2
1242,casABCDE12,2878347,2884096,-,0.267744162,0.09397952,casABCDE12
1243,cysJIH,2887356,2891741,-,0.142011048,4.372403284,cysJIH
1244,eno,2906421,2907745,-,96.86282458,67.46059919,eno
1245,eno,2906421,2907795,-,94.55803959,67.24882627,eno
1246,eno,2906421,2907929,-,88.58046133,65.8442837,eno
1247,eno,2906421,2908451,-,70.91079114,53.03230466,eno
1248,eno,2906421,2908479,-,70.02444083,52.32043245,eno
1249,eno,2906421,2908623,-,67.69226023,49.40458553,eno
1250,pyrG-eno,2906421,2909490,-,55.16096349,37.17845161,pyrG-eno
1251,pyrG-eno,2906421,2909494,-,55.0892094,37.13160273,pyrG-eno
1252,pyrG-eno,2906421,2909574,-,53.75696785,36.33370284,pyrG-eno
1253,mazEFG,2909672,2911132,-,4.466528252,3.505597684,mazEFG
1254,mazEFG,2909672,2911145,-,4.443609972,3.480898051,mazEFG
1255,relA,2911195,2913477,-,5.172200152,3.287905641,relA
1256,relA-mazEF,2910534,2913606,-,4.662146573,2.865540847,relA-mazEF
1257,relA-mazEF,2910534,2914054,-,4.373268088,2.620643207,relA-mazEF
1258,relA,2911195,2914095,-,4.492754821,2.760441199,relA
1259,rlmD,2913477,2914820,-,2.528603739,1.533032337,rlmD
1260,csrB,2923944,2924301,-,759.7106042,7224.462579,csrB
1261,queF,2925099,2925973,+,3.962101275,2.774551458,queF
1262,fucAO,2931643,2933631,-,0.541967128,0.250482765,fucAO
1263,fucPIKUR,2933897,2939876,+,0.813887657,0.504361523,fucPIKUR
1264,gcvA,2941428,2942416,-,0.971677545,0.808974353,gcvA
1265,gcvB,2942474,2942677,+,672.3245586,984.2307724,gcvB
1266,metZWV,2947160,2947494,+,6.60964427,0.619023449,metZWV
1267,metZWV,2947160,2947533,+,6.113425533,0.677851716,metZWV
1268,argA,2948934,2950350,+,0.323180392,0.260758599,argA
1269,ptrA,2955774,2958788,-,1.999699802,1.518156756,ptrA
1270,ptrA-recBD,2950413,2958788,-,1.471502803,1.041171656,ptrA-recBD
1271,recC,2958838,2962284,-,1.176497981,0.9240097,recC
1272,ppdAB-ygdB-ppdC-recC,2958838,2963997,-,0.826050843,0.644842043,ppdAB-ygdB-ppdC-recC
1273,thyA,2964098,2965031,-,9.835655332,3.228973422,thyA
1274,lgt-thyA,2964098,2965898,-,6.834059226,2.469437669,lgt-thyA
1275,lgt,2964844,2965898,-,4.993680056,2.04380904,lgt
1276,rppH-ptsP,2965966,2968770,-,6.950102715,3.397697692,rppH-ptsP
1277,omrA,2975880,2975966,-,0.269509634,1.754263894,omrA
1278,omrB,2976082,2976162,-,0.217975457,0.83151452,omrB
1279,galR,2976347,2977407,+,5.371853725,1.100178553,galR
1280,lysR,2978728,2979733,+,0.802379298,0.229569229,lysR
1281,lysA,2977415,2978728,-,0.683875663,0.132410837,lysA
1282,araE,2980542,2981985,-,0.395335791,0.373841826,araE
1283,araE-ygeA,2979721,2981985,-,0.754234697,0.608148577,araE-ygeA
1284,ygeH,2991657,2993247,+,0.011227379,0.029888721,ygeH
1285,glyU,2998762,2998841,-,0.225244947,0.312813649,glyU
1286,xdhABC,3000035,3003745,+,0.139150241,0.22581077,xdhABC
1287,xdhABC,3000043,3003745,+,0.139450782,0.226298482,xdhABC
1288,ygeV,3003786,3005624,-,1.24523993,2.337078231,ygeV
1289,ygfK-ssnA,3015770,3020266,+,0.085919271,0.47010029,ygfK-ssnA
1290,ssnA,3018728,3020299,+,0.056501764,0.352545605,ssnA
1291,dsbC,3037890,3038611,-,9.298997021,4.355760815,dsbC
1292,dsbC-recJ-prfB,3034962,3039410,-,12.67117486,3.96108622,dsbC-recJ-prfB
1293,fldB,3039600,3040153,+,6.155087811,3.514051408,fldB
1294,xerD-dsbC-recJ,3036151,3039628,-,5.285735214,2.059879802,xerD-dsbC-recJ
1295,sdhE-ygfX,3040194,3040876,-,8.510744939,4.529086411,sdhE-ygfX
1296,ygfZ,3041060,3042070,+,3.182513113,2.697489999,ygfZ
1297,gcvTHP,3045904,3050549,-,17.40191301,4.738146312,gcvTHP
1298,ygfB-pepP-ubiHI,3050826,3055250,-,4.771343175,4.22627791,ygfB-pepP-ubiHI
1299,ssrS-fau,3055537,3056566,+,14.66318678,36.13692865,ssrS-fau
1300,ssrS,3055537,3056060,+,26.44948002,69.44565031,ssrS
1301,ssrS-fau,3055752,3056566,+,14.09552612,30.75584868,ssrS-fau
1302,ssrS,3055752,3056060,+,33.12961533,78.38246935,ssrS
1303,sibC,3056629,3056768,+,1.421951046,1.022779712,sibC
1304,serA,3056956,3058233,-,4.747241911,2.647731096,serA
1305,serA,3056956,3058326,-,4.442865857,2.488867947,serA
1306,rpiA,3058422,3059130,-,13.06096275,8.123894325,rpiA
1307,argP,3059508,3060457,+,3.444198076,1.339533402,argP
1308,yggE,3067118,3067903,-,9.734295161,7.803629963,yggE
1309,yggE,3067118,3067962,-,9.062536472,7.271123916,yggE
1310,argO,3067951,3068613,-,0.462123583,0.215733426,argO
1311,mscS,3068725,3069648,-,3.857199942,7.249640566,mscS
1312,pgk,3071209,3072425,-,61.51788874,33.41404891,pgk
1313,pgk-fbaA,3069943,3072425,-,69.14669166,36.66073133,pgk-fbaA
1314,pgk,3071209,3072512,-,58.69372007,32.13915351,pgk
1315,pgk-fbaA,3069943,3072512,-,67.45503629,35.90374966,pgk-fbaA
1316,pgk-fbaA,3069943,3072634,-,64.55264204,34.32087008,pgk-fbaA
1317,pgk,3071209,3072634,-,53.96543197,29.47383187,pgk
1318,epd-pgk,3071209,3073600,-,36.91715208,18.4358655,epd-pgk
1319,epd-pgk-fbaA,3069943,3073600,-,50.60790886,25.82234796,epd-pgk-fbaA
1320,tktA,3079422,3081484,-,46.91466735,10.48753649,tktA
1321,loiP,3081670,3082448,+,4.014490146,8.235140514,loiP
1322,speB,3082655,3083723,-,5.177780738,4.287832794,speB
1323,speAB,3082655,3085825,-,11.53704323,5.011806545,speAB
1324,metK,3086355,3087637,+,11.86206216,0.90389383,metK
1325,galP,3088033,3089455,+,6.312957104,0.139041257,galP
1326,endA,3090053,3090900,+,0.570391821,0.070161827,endA
1327,endA,3090053,3090889,+,0.570258042,0.065529724,endA
1328,endA,3090105,3090900,+,0.607606846,0.074739512,endA
1329,endA,3090105,3090889,+,0.607985037,0.069865024,endA
1330,rdgB-yggW,3096398,3098180,+,2.73532023,0.635010633,rdgB-yggW
1331,ansB,3099432,3100528,-,3.764648993,4.796406817,ansB
1332,ansB,3099432,3100567,-,3.635518552,4.631886267,ansB
1333,yggN,3100682,3101417,-,4.441214035,2.311928857,yggN
1334,yggN,3100682,3101521,-,4.993359039,2.737863651,yggN
1335,yggN,3100682,3101575,-,6.183452293,3.712558379,yggN
1336,mutY-yggX-mltC-nupG,3102689,3106747,+,4.146366433,1.938775484,mutY-yggX-mltC-nupG
1337,mutY-yggX,3102689,3104145,+,4.980841311,2.539893507,mutY-yggX
1338,mutY-yggX-mltC,3102689,3105289,+,3.844235036,1.829828611,mutY-yggX-mltC
1339,mutY-yggX-mltC-nupG,3102766,3106747,+,4.218737144,1.909857434,mutY-yggX-mltC-nupG
1340,mutY-yggX,3102766,3104145,+,5.236096276,2.490006105,mutY-yggX
1341,mutY-yggX-mltC,3102766,3105289,+,3.949180947,1.780890195,mutY-yggX-mltC
1342,yggX-mltC-nupG,3103771,3106747,+,4.52125668,2.051872365,yggX-mltC-nupG
1343,yggX,3103771,3104145,+,10.35138645,5.165457906,yggX
1344,yggX-mltC,3103771,3105289,+,4.363654104,1.97385624,yggX-mltC
1345,nupG,3105429,3106747,+,5.170988859,2.348712399,nupG
1346,speC,3106798,3108952,-,0.422985412,0.175835918,speC
1347,pheV,3110143,3110254,+,0.166269001,0.047288912,pheV
1348,yghF,3111832,3112676,-,0.471473832,0.012632735,yghF
1349,glcDEFGBA,3119375,3127853,-,0.38514232,0.40577896,glcDEFGBA
1350,glcC,3127984,3128813,+,0.843399291,0.395601328,glcC
1351,pitB,3134650,3136180,-,0.066480586,0.063415865,pitB
1352,gss,3136441,3138387,-,2.720491272,1.910291841,gss
1353,yghU,3138478,3139370,+,0.786600412,3.999898383,yghU
1354,hybOABCDEFG,3139494,3146140,-,9.833467263,1.655487157,hybOABCDEFG
1355,exbD,3150330,3151167,-,8.53260445,4.478125373,exbD
1356,exbBD,3150330,3151791,-,10.43375751,4.682577876,exbBD
1357,metC,3151853,3153200,+,1.576622583,0.389339154,metC
1358,yghB,3153307,3153999,+,1.583294333,1.855515308,yghB
1359,yqhD-dkgA,3155080,3157227,+,3.313310591,12.92121821,yqhD-dkgA
1360,dkgA,3156349,3157227,+,3.198105273,28.50974181,dkgA
1361,yqhG,3157323,3158353,+,0.210199195,0.269712861,yqhG
1362,mqsRA,3167629,3168339,-,1.613354919,4.850819665,mqsRA
1363,mqsRA,3167629,3168430,-,1.475254521,4.30775498,mqsRA
1364,qseBC,3169527,3171610,+,0.974539429,0.422132341,qseBC
1365,qseBC,3169579,3171610,+,0.999466164,0.432929626,qseBC
1366,ygiZ,3171657,3172100,-,0.040166264,0,ygiZ
1367,tolC-ygiABC,3177782,3181358,+,18.42423274,9.375830434,tolC-ygiABC
1368,tolC-ygiABC,3177790,3181358,+,18.45540222,9.380541801,tolC-ygiABC
1369,tolC-ygiABC,3177840,3181358,+,18.68164282,9.47426611,tolC-ygiABC
1370,tolC-ygiABC,3177852,3181358,+,18.7455481,9.50667523,tolC-ygiABC
1371,zupT,3182211,3183100,+,2.742113861,2.555941094,zupT
1372,sroG-ribB,3184256,3184495,-,8.305720498,5.321630977,sroG-ribB
1373,insC-5CD-5D-5-yqiGHI,3185818,3191473,+,0.332188995,0.228311699,insC-5CD-5D-5-yqiGHI
1374,glgS,3191494,3191779,-,3.115131231,69.57052478,glgS
1375,glgS,3191494,3191789,-,3.010244657,67.22808287,glgS
1376,sibD,3194499,3194642,-,3.230842096,3.95180009,sibD
1377,sibE,3194875,3195017,-,1.742153971,1.311485686,sibE
1378,ygiM-cca,3200820,3202906,+,3.369805995,2.031324571,ygiM-cca
1379,ygiM,3200882,3201604,+,5.730316049,3.245603376,ygiM
1380,bacA,3203088,3203952,-,2.096134682,0.576928251,bacA
1381,ttdR,3205102,3206157,-,0.495996492,0.097871505,ttdR
1382,ttdABT,3206202,3209264,+,0.081924748,0.086714918,ttdABT
1383,rpsU-dnaG-rpoD,3210424,3214739,+,21.49762442,9.915277546,rpsU-dnaG-rpoD
1384,rpsU,3210424,3210849,+,92.48850612,34.27320217,rpsU
1385,rpsU-dnaG-rpoD,3210490,3214739,+,21.83001688,10.06814462,rpsU-dnaG-rpoD
1386,rpsU-dnaG-rpoD,3210513,3214739,+,21.94877052,10.12291456,rpsU-dnaG-rpoD
1387,rpoD,3212251,3214739,+,17.0305552,10.15794469,rpoD
1388,rpoD,3212415,3214739,+,17.66073684,10.29997275,rpoD
1389,rpoD,3212466,3214739,+,17.90141261,10.32428078,rpoD
1390,rpoD,3212471,3214665,+,18.39171327,10.51706621,rpoD
1391,ileX,3215375,3215450,+,0,0.060434835,ileX
1392,yqjH,3215505,3216315,-,0.49950577,0.183229489,yqjH
1393,yqjI,3216531,3217179,+,1.219848673,0.335112083,yqjI
1394,aer,3217334,3218897,-,0.193995637,0.20648679,aer
1395,patA,3219236,3220650,+,0.187451926,0.65591404,patA
1396,ebgR,3221215,3222226,+,2.222532336,0.528474567,ebgR
1397,ebgAC,3222329,3225948,+,1.174676645,0.090223628,ebgAC
1398,fadH,3231402,3233460,+,0.222863513,0.385387073,fadH
1399,higBA,3233506,3234257,-,0.548467298,0.285496837,higBA
1400,ygjR,3237060,3238074,+,1.831726053,1.430756865,ygjR
1401,sstT,3239641,3240965,+,2.062666237,1.147469346,sstT
1402,uxaCA,3241605,3244620,-,1.875007428,0.61003468,uxaCA
1403,uxaCA,3241605,3244634,-,1.866346885,0.607216968,uxaCA
1404,exuT,3244780,3246299,+,0.228738849,0.294910015,exuT
1405,exuT,3244821,3246299,+,0.235075533,0.30307982,exuT
1406,exuR,3246396,3247205,+,6.020939382,2.910513129,exuR
1407,yqjA-mzrA,3247326,3248599,+,3.487525215,3.497249693,yqjA-mzrA
1408,yqjA-mzrA,3247421,3248599,+,3.676283532,3.754187598,yqjA-mzrA
1409,tdcABCDEFG,3263451,3268069,-,0.470215095,0.094666853,tdcABCDEFG
1410,rnpB,3270939,3271568,-,436.9989009,146.5157282,rnpB
1411,rnpB,3271052,3271568,-,532.2829915,178.4673375,rnpB
1412,rnpB,3271165,3271568,-,680.751895,228.2014797,rnpB
1413,garPLRK-rnpB,3270936,3275910,-,55.65734118,18.72353318,garPLRK-rnpB
1414,prlF-yhaV,3277949,3278777,+,3.591652562,3.779815748,prlF-yhaV
1415,agaR,3278833,3279679,-,3.782786798,1.742740878,agaR
1416,kbaZ-agaVWA,3279843,3282601,+,0.266181941,0.110119858,kbaZ-agaVWA
1417,agaS-kbaY-agaBCDI,3282866,3288001,+,0.126305941,0.027605438,agaS-kbaY-agaBCDI
1418,yraP,3297049,3297960,+,4.904416753,1.757673686,yraP
1419,yraP,3297326,3297960,+,5.888343544,2.011170343,yraP
1420,yraR,3299188,3299873,-,0.507946149,0.830371311,yraR
1421,yhbTS,3301232,3302277,-,8.427754102,3.360647063,yhbTS
1422,yhbTS,3301232,3302344,-,7.937101151,3.162702834,yhbTS
1423,mtr,3305550,3306836,-,0.726100291,2.753304696,mtr
1424,mtr,3305550,3306908,-,0.859906747,2.63859974,mtr
1425,yrbN-deaD,3306948,3309062,-,38.0279364,11.55852682,yrbN-deaD
1426,sraG,3312160,3312374,+,4.820662835,1.595863889,sraG
1427,pnp,3309976,3312302,-,47.98097064,11.48395826,pnp
1428,rpsO-pnp,3309976,3312762,-,70.14288711,18.71334012,rpsO-pnp
1429,rpsO,3312349,3312762,-,202.0690834,61.29671668,rpsO
1430,rimP-nusA-infB,3314319,3319151,-,45.15981047,8.025445581,rimP-nusA-infB
1431,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,3309976,3319273,-,47.25523366,10.42576103,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
1432,metY-rimP-nusA-infB,3314319,3319273,-,44.20258787,7.839381926,metY-rimP-nusA-infB
1433,metY,3319049,3319273,-,3.812629904,0.29253848,metY
1434,metY,3319008,3319273,-,3.656918575,0.353840914,metY
1435,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,3309976,3319351,-,46.86474119,10.3390372,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
1436,metY,3319049,3319351,-,2.914193298,0.217479265,metY
1437,metY,3319008,3319351,-,2.900456996,0.273842098,metY
1438,argG,3319539,3320956,+,2.118836004,2.860915211,argG
1439,leuU,3323049,3323254,-,44.04428907,10.11458024,leuU
1440,secG-leuU,3323012,3323563,-,28.2629981,6.72012983,secG-leuU
1441,secG-leuU,3323012,3323566,-,28.14429199,6.683870137,secG-leuU
1442,rlmE-ftsH,3325919,3328707,-,35.13603246,16.72404002,rlmE-ftsH
1443,yhbY,3328736,3329059,+,27.12983431,13.76247102,yhbY
1444,rlmE-ftsH,3325919,3328736,-,35.35468088,16.82208716,rlmE-ftsH
1445,greA,3329783,3329829,-,0.254776606,0,greA
1446,greA,3329783,3329840,-,0.207275883,0,greA
1447,rplU-rpmA,3333839,3334492,-,265.8781003,72.76639809,rplU-rpmA
1448,rplU-rpmA-yhbE-obgE,3331559,3334492,-,66.27977641,19.28834301,rplU-rpmA-yhbE-obgE
1449,sfsB,3335835,3336163,+,2.540003043,0.687265184,sfsB
1450,ibaG-murA,3336212,3337809,-,15.73951027,3.069854923,ibaG-murA
1451,ibaG,3337526,3337862,-,15.84401404,3.701923,ibaG
1452,mlaFEDCB,3337940,3341078,-,11.96461783,3.945485373,mlaFEDCB
1453,mlaFEDCB,3337940,3341097,-,11.89658182,3.923446571,mlaFEDCB
1454,mlaFEDCB,3337940,3341108,-,11.86307042,3.909832088,mlaFEDCB
1455,yrbG-kdsD,3341188,3343228,+,2.705260437,1.687992548,yrbG-kdsD
1456,yrbG-kdsDC-lptCAB,3341188,3345645,+,6.176029027,4.366951564,yrbG-kdsDC-lptCAB
1457,kdsC-lptCAB,3342696,3345645,+,8.385697388,6.012455373,kdsC-lptCAB
1458,kdsC-lptCAB,3342987,3345645,+,8.897956359,6.406043172,kdsC-lptCAB
1459,kdsC-lptCAB,3343203,3345645,+,9.245382993,6.709650199,kdsC-lptCAB
1460,lptAB,3344276,3345645,+,10.84475329,7.163595207,lptAB
1461,lptAB,3344303,3345645,+,10.82096861,7.121118432,lptAB
1462,lptB-rpoN-hpf-ptsN-rapZ,3344373,3348945,+,10.87301399,10.33916229,lptB-rpoN-hpf-ptsN-rapZ
1463,rpoN-hpf-ptsN-rapZ-npr,3345639,3349265,+,10.05581216,10.67337746,rpoN-hpf-ptsN-rapZ-npr
1464,yrbL,3349398,3350060,+,23.71778987,45.53110741,yrbL
1465,arcZ,3351554,3351673,+,4.163832886,1.879281666,arcZ
1466,arcB,3351666,3354025,-,4.018362448,2.402048415,arcB
1467,gltBDF,3355486,3362916,+,1.598287321,0.271569232,gltBDF
1468,nanATEK-yhcH,3369991,3374596,-,11.76960487,0.421669531,nanATEK-yhcH
1469,nanA,3373660,3374596,-,42.21152516,0.467118482,nanA
1470,dcuD,3375560,3377212,+,0.147140989,0.109070915,dcuD
1471,dcuD,3375743,3377212,+,0.165446088,0.1226399,dcuD
1472,sspAB,3377226,3378545,-,16.86853572,9.005330389,sspAB
1473,rplM-rpsI,3378733,3379648,-,278.6831394,69.08145307,rplM-rpsI
1474,yhcB,3381159,3381565,+,28.16106413,15.38756851,yhcB
1475,degQS,3381631,3384243,+,2.042692856,2.091078081,degQS
1476,degQ,3381675,3383130,+,2.205427727,2.513527942,degQ
1477,degQ,3381675,3383154,+,2.186069279,2.485717861,degQ
1478,degS,3383150,3384292,+,2.488155385,1.725546175,degS
1479,mdh,3384307,3385289,-,58.53495424,33.71806463,mdh
1480,mdh,3384307,3385446,-,50.7853586,29.43078866,mdh
1481,argR,3385579,3386149,+,5.395936602,3.846530151,argR
1482,argR,3385654,3386149,+,6.126825268,4.339059643,argR
1483,aaeXAB,3387198,3390406,-,0.327066585,0.272756218,aaeXAB
1484,aaeR,3390473,3391425,+,1.343699341,0.846186841,aaeR
1485,mreBCD,3399364,3402105,-,6.477064041,2.740798588,mreBCD
1486,mreB,3400982,3402105,-,12.24838792,4.980973502,mreB
1487,mreBCD,3399364,3402169,-,6.433250182,2.726151911,mreBCD
1488,mreB,3400982,3402169,-,11.83430026,4.825814194,mreB
1489,mreBCD,3399364,3402332,-,6.319512235,2.685884944,mreBCD
1490,mreB,3400982,3402332,-,10.93328482,4.484218156,mreB
1491,accBC,3406117,3408278,+,35.96997786,4.684602374,accBC
1492,accBC,3406149,3408278,+,36.50164966,4.752764642,accBC
1493,yhdT-panF-prmA,3408328,3411018,+,2.601845967,0.775700346,yhdT-panF-prmA
1494,dusB-fis,3411223,3412602,+,19.94448566,9.527954587,dusB-fis
1495,acrEF,3414679,3419153,+,0.125159611,0.109323371,acrEF
1496,yhdWXYZ,3419949,3424170,+,0.16323015,0.163758045,yhdWXYZ
1497,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF,4212598,4217876,+,25881.50947,26026.87099,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF
1498,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF,4212491,4217876,+,25367.47961,25509.93289,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF
1499,def-fmt,4206377,4207887,-,17.15910563,19.02395339,def-fmt
1500,smf,4207852,4209101,+,1.300687064,1.233096068,smf
1501,mscL,4203104,4203536,-,14.96669907,11.62416449,mscL
1502,arfA,4202865,4203093,+,3.27279705,4.58098745,arfA
1503,yhdN-zntR,4201992,4202832,+,2.613665966,5.409675032,yhdN-zntR
1504,rpsMKD-rpoA-rplQ,4199043,4201956,+,494.6003947,84.1081986,rpsMKD-rpoA-rplQ
1505,rpsMKD-rpoA-rplQ,4198973,4201956,+,485.834999,82.76979185,rpsMKD-rpoA-rplQ
1506,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,4193316,4198919,+,431.9218662,99.31186926,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
1507,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,4188096,4193270,+,472.5585742,73.74761026,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
1508,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,4188096,4188239,+,192.1140364,40.57081736,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
1509,gspCDEFGHIJKLMO,4175318,4186055,-,0.192175291,0.397441709,gspCDEFGHIJKLMO
1510,gspAB,4186043,4188029,+,0.170201407,0.114041466,gspAB
1511,gspAB,4186028,4188029,+,0.168926808,0.113187436,gspAB
1512,gspAB,4186019,4188029,+,0.168171171,0.11268113,gspAB
1513,gspCDEFGHIJKLMO,4175318,4186010,-,0.192983959,0.39911413,gspCDEFGHIJKLMO
1514,gspCDEFGHIJKLMO,4175318,4186006,-,0.19305617,0.399263471,gspCDEFGHIJKLMO
1515,gspAB,4185904,4188029,+,0.159078701,0.106588826,gspAB
1516,chiA,4171642,4174377,+,0.50945814,0.380270471,chiA
1517,tufA,4169955,4171392,+,618.7684746,131.8197835,tufA
1518,tufA,4169814,4171392,+,577.7286924,122.4002601,tufA
1519,fusA-tufA,4167853,4171392,+,506.8844041,101.734558,fusA-tufA
1520,rpsLG-fusA-tufA,4166917,4171392,+,452.4985078,91.2459381,rpsLG-fusA-tufA
1521,yheO-tusDCB,4165032,4166859,+,5.467086831,3.271046963,yheO-tusDCB
1522,yheO-tusDCB,4164997,4166859,+,5.364432304,3.212123594,yheO-tusDCB
1523,fkpA,4164039,4164930,+,30.53574363,9.881743215,fkpA
1524,fkpA,4164013,4164930,+,29.70440655,9.602172678,fkpA
1525,prkB,4156179,4157226,-,2.943417314,2.379546182,prkB
1526,yhfA,4155587,4156123,+,4.71232204,3.405764458,yhfA
1527,crp,4154746,4155584,-,57.88572741,39.45793392,crp
1528,crp,4154746,4155512,-,63.21700627,43.09415157,crp
1529,crp,4154746,4155506,-,63.70711017,43.38935172,crp
1530,argD,4151317,4152577,+,0.965367607,0.376823414,argD
1531,pabA,4150687,4151271,+,0.971170675,2.247162362,pabA
1532,yhfG-fic-pabA,4149890,4151271,+,1.406032423,9.046406335,yhfG-fic-pabA
1533,ppiA,4149203,4149812,+,7.558340178,4.436920218,ppiA
1534,ppiA,4149143,4149812,+,6.882482636,4.046987569,ppiA
1535,ppiA,4149108,4149812,+,6.541283072,3.846357873,ppiA
1536,ppiA,4149089,4149812,+,6.378665194,3.745556771,ppiA
1537,tsgA,4147789,4149018,-,3.626651961,2.255824393,tsgA
1538,nirBDC-cysG,4142337,4147550,-,1.515161744,0.679368238,nirBDC-cysG
1539,cysG,4142337,4143783,-,1.58696455,1.157497421,cysG
